LSV,Org/Des,Delay_hours
S,EDDL,0.2569444444444444
L,EDDL,0.3597222222222222
S,EDDL,0.36666666666666664
L,EDDL,0.4313888888888889
S,EDDL,0.38333333333333336
L,EDDH,0.5388888888888889
L,EDDH,0.5138888888888888
L,EDDF,0.3036111111111111
S,EDDM,0.2608333333333333
L,EDDM,0.8719444444444444
L,EDDM,0.5125
S,EDDS,1.833888888888889
L,EDDS,1.1613888888888888
S,EDDS,0.4666666666666667
S,EDDN,0.48777777777777775
L,EDDN,0.4975
S,EDDN,0.6277777777777778
L,ENGM,0.3302777777777778
L,ESSA,0.31027777777777776
S,UUDD,0.25
L,UUDD,0.5561111111111111
L,UUDD,0.4061111111111111
S,EPWA,1.1666666666666667
L,EPWA,0.94
L,EPWA,0.3302777777777778
S,EPWA,0.2833333333333333
L,EPWA,0.2538888888888889
S,LKPR,0.31666666666666665
S,LKPR,0.4
L,LKPR,0.25555555555555554
S,LOWG,0.5297222222222222
S,LOWW,0.8
L,LOWW,0.8325
S,LIMC,0.2941666666666667
L,LIMC,0.3572222222222222
S,LIMC,1.5455555555555556
L,LIMC,0.9847222222222223
S,LIMC,0.6144444444444445
S,LIPZ,0.35
S,LIPZ,0.4666666666666667
S,LIRQ,0.35
L,LIRQ,0.3225
S,LIRQ,0.38333333333333336
S,LIRQ,0.5166666666666667
L,LIRQ,0.6552777777777777
S,LIRF,0.25
S,LIRF,0.45
L,LIRF,0.7083333333333334
L,LIRF,0.42916666666666664
S,LGAV,0.2833333333333333
L,LGAV,0.5386111111111112
S,LGAV,0.9
L,LEBL,0.25722222222222224
S,LEBL,0.25
L,LEBL,0.29194444444444445
S,LEBL,0.3333333333333333
L,LEBL,0.3352777777777778
L,LEMD,0.385
S,LEMD,0.3333333333333333
L,LPPR,0.2997222222222222
L,LPPR,0.2677777777777778
L,LEMG,0.5705555555555556
S,LEVC,0.7333333333333333
L,LEVC,1.0519444444444443
S,LHBP,0.2611111111111111
S,LHBP,0.4666666666666667
S,EDXW,0.43333333333333335
S,LSGG,0.55
S,LSGG,0.5166666666666667
L,LSGG,0.2638888888888889
S,LSGG,0.9333333333333333
L,LSGG,0.5811111111111111
S,LSGG,0.36666666666666664
L,LSGG,0.7302777777777778
L,LSZA,0.3063888888888889
S,LSZA,0.9813888888888889
S,LLBG,0.28583333333333333
L,LOWW,0.2941666666666667
L,LDZA,0.5797222222222222
L,LTAI,1.2508333333333332
S,LTAI,0.34694444444444444
L,UKBB,0.3388888888888889
S,UKBB,0.39416666666666667
L,EKCH,0.8708333333333333
S,EKCH,1.0833333333333333
L,ESSA,0.6863888888888889
S,ESSA,0.65
L,EKCH,0.6386111111111111
S,EKCH,0.9666666666666667
S,ESSA,0.2833333333333333
S,ENGM,0.36666666666666664
L,WSSS,0.31472222222222224
L,UUEE,0.5797222222222222
S,UUEE,0.4066666666666667
S,LFLL,0.8238888888888889
S,VTBS,0.26694444444444443
S,LPPR,0.7488888888888889
S,LPPT,0.5838888888888889
S,LPPT,0.5047222222222222
L,LEMD,0.295
L,LEMD,0.39611111111111114
S,LEMD,0.4305555555555556
S,LEBL,0.5852777777777778
L,LEBL,0.43277777777777776
S,LEBL,0.4905555555555556
S,MMUN,0.55
S,MDPC,0.48333333333333334
S,VTSP,1.4166666666666667
L,GCLP,0.25916666666666666
S,LICC,0.36666666666666664
L,LICC,0.44583333333333336
L,BKPR,0.25055555555555553
S,LWSK,0.55
L,LWSK,0.26055555555555554
L,BKPR,0.25583333333333336
S,LTAI,0.3705555555555556
S,LTAI,0.5388888888888889
S,LFPG,0.5427777777777778
L,GMMN,0.3997222222222222
L,EGLL,0.32972222222222225
L,VHHH,0.39194444444444443
S,EDDK,1.8272222222222223
L,EDDK,0.8877777777777778
S,EDDK,0.87
S,EDDH,0.2816666666666667
L,EDDH,0.28444444444444444
S,EDDH,0.6763888888888889
S,EDDL,0.4519444444444444
S,EDDT,0.5433333333333333
L,EDDT,0.8952777777777777
S,EDDT,1.0563888888888888
S,LPPR,0.44472222222222224
S,EGKK,0.5247222222222222
S,EGKK,0.7802777777777777
S,BIKF,0.5044444444444445
S,OLBA,0.4911111111111111
S,LEPA,0.2638888888888889
S,HEMA,0.41833333333333333
L,BKPR,0.4419444444444444
S,LEMD,0.25
S,LJLJ,0.4225
S,EDLP,0.7658333333333334
S,EHAM,0.36666666666666664
L,LMML,0.25
S,LMML,0.4272222222222222
S,EDDF,0.5783333333333334
L,EDDM,0.33694444444444444
S,EDDM,0.2575
S,KJFK,0.43333333333333335
S,KEWR,0.3333333333333333
S,KSFO,4.108055555555556
L,KSFO,0.3038888888888889
S,KLAX,0.42
L,KLAX,0.28194444444444444
S,KBOS,0.31666666666666665
S,KMIA,0.2833333333333333
L,KMIA,0.44055555555555553
L,KMIA,0.36
S,VHHH,0.4166666666666667
L,VIDP,0.27194444444444443
L,RJAA,0.8433333333333334
L,WSSS,0.6163888888888889
S,ZBAA,0.4166666666666667
L,HECA,0.5777777777777777
S,FAJS,0.4
S,HTDA,0.25
S,EGLL,0.36666666666666664
L,EGLL,0.3622222222222222
S,EGLL,0.2833333333333333
L,EGLL,0.26055555555555554
S,EGLL,0.8833333333333333
L,EGLL,3.1733333333333333
L,EGCC,0.25916666666666666
L,EIDW,0.4741666666666667
L,EGBB,0.3497222222222222
S,EGLC,0.3333333333333333
S,LFBD,0.9030555555555555
L,LFBD,1.0461111111111112
S,LFMN,0.4166666666666667
L,LFMN,0.3938888888888889
S,LFPG,0.36666666666666664
L,LFPG,0.28805555555555556
S,EHAM,0.36666666666666664
S,EHAM,0.36666666666666664
S,ELLX,0.37972222222222224
S,ELLX,0.3138888888888889
S,EBBR,0.43333333333333335
L,EDDV,0.3233333333333333
S,EDDV,0.5333333333333333
L,EDDV,0.25305555555555553
S,EDDW,0.5194444444444445
S,EDDW,0.47805555555555557
L,EDDW,0.25305555555555553
L,EDDT,0.36694444444444446
L,EDDT,0.4577777777777778
L,EDDT,0.6144444444444445
S,EDDT,0.4
L,EDDT,0.26944444444444443
S,EDDT,0.65
L,EDDT,1.1511111111111112
L,EDDT,0.2886111111111111
L,EDDT,0.32166666666666666
S,EDDL,0.3377777777777778
L,EDDH,0.26361111111111113
S,EDDH,0.31666666666666665
L,EDDH,0.5036111111111111
L,EDDF,0.3616666666666667
L,EDDF,0.3302777777777778
S,EDDS,0.5941666666666666
L,EDDS,0.2841666666666667
S,EDDS,0.2577777777777778
L,EDDS,1.4477777777777778
S,EDDS,0.37
S,EDDN,0.8372222222222222
L,EDDN,0.5855555555555556
S,EDDN,0.34055555555555556
S,EDDN,0.4975
L,EDDN,1.03
S,ESGG,0.43333333333333335
L,ESGG,0.3011111111111111
L,ESSA,0.5163888888888889
L,ESSA,0.49722222222222223
L,ESSA,0.5425
S,EKCH,0.31666666666666665
L,UUDD,0.38972222222222225
L,EPKK,0.6672222222222223
L,LYBE,0.5422222222222223
L,LKPR,1.25
S,LOWW,0.25
L,LOWW,0.6088888888888889
L,LOWW,0.645
S,LIMC,0.39861111111111114
S,LIMC,0.3283333333333333
S,LIMC,0.42333333333333334
S,LIRQ,0.26472222222222225
L,LIRF,0.30666666666666664
S,LGAV,0.3
L,LGAV,0.4847222222222222
S,LGAV,0.8666666666666667
S,LEMD,0.47583333333333333
L,LEMD,0.49444444444444446
S,LPPT,2.1
L,LPPT,2.5730555555555554
L,LEVC,0.46111111111111114
L,LHBP,0.49416666666666664
L,LHBP,0.3463888888888889
S,LSGG,0.2833333333333333
S,LSGG,0.2833333333333333
S,LSGG,0.36666666666666664
L,LSGG,0.4002777777777778
S,LSGG,0.6
S,LSGG,0.4166666666666667
L,LSZA,0.2836111111111111
S,LSZA,0.4558333333333333
S,LSZA,0.2925
S,LOWW,0.2891666666666667
S,LDZA,0.39694444444444443
S,UKBB,0.33194444444444443
L,OTBD,0.9641666666666666
S,OTBD,0.4
L,OTBD,7.762777777777778
S,OTBD,5.883333333333334
L,EKCH,0.3977777777777778
S,EKCH,0.7766666666666666
S,EKCH,0.4486111111111111
S,EKCH,0.26666666666666666
L,VTBS,0.48138888888888887
S,VTBS,0.28444444444444444
L,BIEG,1.1194444444444445
S,LPPR,0.4702777777777778
L,LPPT,2.216388888888889
S,LPPT,2.1752777777777776
L,LPPT,0.7841666666666667
S,LPPT,1.368611111111111
L,LPPT,1.3294444444444444
S,LPPT,0.4375
S,KIAD,0.43555555555555553
L,KEWR,0.49166666666666664
L,LEMD,0.5625
L,LEMD,0.8333333333333334
S,LEMD,0.8547222222222223
L,LEAL,0.3358333333333333
S,LEAL,0.3883333333333333
S,LEBL,0.47055555555555556
L,LEBL,0.3547222222222222
S,LEBL,0.445
L,MMUN,0.39361111111111113
S,MUHA,0.3
L,VTSP,0.5033333333333333
S,VVTS,0.2833333333333333
S,VCBI,0.26666666666666666
S,HEGN,0.25
L,HEGN,1.1961111111111111
S,GCFV,0.31666666666666665
L,GCFV,0.4286111111111111
L,GCTS,0.4708333333333333
L,BKPR,0.4772222222222222
L,CYYZ,1.193888888888889
L,LFPG,0.30583333333333335
S,LFPG,0.3422222222222222
L,LFPG,0.8541666666666666
S,LFPG,0.7088888888888889
L,EFHK,0.5219444444444444
S,EFHK,0.4666666666666667
S,EGLL,0.25
L,EGLL,0.29638888888888887
L,EGLL,0.2866666666666667
S,EGLL,0.25
L,EVRA,0.3080555555555556
S,EVRA,0.37666666666666665
L,EGLC,0.25
S,EGLC,0.35
S,EIDW,0.34194444444444444
S,OMDB,0.3388888888888889
L,EDDK,0.4375
S,EDDK,0.31527777777777777
S,OMAA,0.9666666666666667
L,EGGW,0.33555555555555555
S,EGGW,0.8311111111111111
L,EGGW,0.2511111111111111
L,LIPZ,1.0611111111111111
S,LIPZ,1.071388888888889
S,EDDT,1.0577777777777777
L,EDDT,0.26361111111111113
S,EDDT,0.7483333333333333
L,LPPT,0.6527777777777778
S,LPPT,0.7044444444444444
S,EGKK,0.4236111111111111
L,OLBA,0.33111111111111113
S,LEPA,0.7894444444444444
L,LEPA,0.29138888888888886
S,HESH,0.7655555555555555
L,HESH,1.031111111111111
S,BKPR,2.3680555555555554
L,BKPR,1.9555555555555555
L,LEMD,0.3605555555555556
S,LEMD,0.31666666666666665
S,EHAM,0.26666666666666666
S,EHAM,0.35
L,EHAM,0.4938888888888889
S,EHAM,0.5277777777777778
L,EHAM,2.625277777777778
S,EHAM,2.8408333333333333
S,EDDF,0.4027777777777778
S,EDDF,0.2966666666666667
L,EDDM,2.4605555555555556
S,EDDM,2.500277777777778
L,EDDM,2.8108333333333335
S,EDDM,2.7488888888888887
S,KORD,0.36666666666666664
S,KEWR,0.6166666666666667
L,KEWR,0.535
L,KSFO,2.713611111111111
L,KLAX,0.3630555555555556
S,KBOS,0.5166666666666667
L,KBOS,0.3372222222222222
S,KMIA,0.4083333333333333
S,SBGR,0.31666666666666665
L,SBGR,0.5183333333333333
L,VIDP,0.3452777777777778
S,RJAA,0.25
S,VTBS,0.25
S,ZBAA,0.25
L,ZBAA,0.46166666666666667
S,OOMS,0.3333333333333333
S,FAJS,0.4
S,EGLL,0.3333333333333333
L,EGCC,0.4647222222222222
S,EGBB,0.255
S,EGBB,0.8333333333333334
L,EGBB,0.7916666666666666
S,EGLC,0.6022222222222222
L,EGLC,0.7819444444444444
S,EGLC,0.325
L,EGLC,0.3030555555555556
S,LFMN,0.6166666666666667
L,LFMN,0.4563888888888889
S,LFPG,0.43333333333333335
S,LFPG,0.5666666666666667
L,LFPG,0.4122222222222222
L,LFPG,0.30527777777777776
S,LFPG,0.38333333333333336
S,EHAM,0.31666666666666665
L,ELLX,0.3461111111111111
S,EBBR,0.26666666666666666
S,EBBR,0.3838888888888889
S,EBBR,0.26666666666666666
S,EBBR,1.0666666666666667
L,EBBR,1.0902777777777777
S,EDDV,0.3333333333333333
L,EDDV,0.9391666666666667
S,EDDC,0.8780555555555556
L,EDDC,0.6416666666666667
L,EDDT,0.34305555555555556
L,EDDT,0.3219444444444444
S,EDDT,3.15
L,EDDT,3.095
S,EDDT,0.8
L,EDDT,1.1822222222222223
S,EDDT,0.8166666666666667
L,EDDT,1.3391666666666666
L,EDDT,0.2961111111111111
L,EDDT,0.3225
L,EDDT,0.25194444444444447
S,EDDL,0.25
S,EDDL,0.5666666666666667
S,EDDL,0.48333333333333334
L,EDDL,0.3852777777777778
S,EDDH,0.25
L,EDDF,0.32611111111111113
S,EDDF,0.25
L,EDDF,0.5461111111111111
S,EDDM,0.2627777777777778
L,EDDM,1.4983333333333333
L,EDDM,0.27361111111111114
S,EDDM,0.3
L,EDDM,0.8244444444444444
S,EDDS,0.3452777777777778
S,EDDN,0.31833333333333336
L,LSZH,0.6655555555555556
L,ESGG,0.3547222222222222
S,ESSA,0.36666666666666664
S,ESSA,0.35
L,ESSA,0.5230555555555556
S,EKCH,0.2761111111111111
S,EKCH,0.4666666666666667
S,UUDD,1.0333333333333334
L,EPWA,0.3786111111111111
S,EPKK,0.8666666666666667
L,EPKK,1.4197222222222223
S,LYBE,0.25
L,LYBE,0.4872222222222222
S,LKPR,0.29083333333333333
S,LKPR,1.3166666666666667
L,LKPR,1.356111111111111
S,LKPR,0.5333333333333333
L,LKPR,0.35638888888888887
S,LOWG,0.39055555555555554
S,LOWW,0.36666666666666664
L,LOWW,1.058888888888889
L,LOWW,0.2897222222222222
S,LIMC,0.26666666666666666
L,LIMC,0.5466666666666666
S,LIPZ,0.31666666666666665
L,LIPZ,0.6305555555555555
S,LIRQ,0.26666666666666666
L,LIRQ,0.34
S,LIRQ,0.31666666666666665
S,LIRF,0.26666666666666666
L,LIRF,0.32944444444444443
L,LIRF,0.7988888888888889
S,LGAV,0.26666666666666666
L,LGAV,0.7380555555555556
S,LGAV,0.26666666666666666
S,LGAV,0.3
S,LEBL,0.4166666666666667
L,LEBL,0.5891666666666666
S,LEMD,0.7333333333333333
L,LEMD,0.9594444444444444
S,LEMD,0.35
L,LPPT,0.5827777777777777
S,LEVC,0.31666666666666665
L,UKBB,0.2980555555555556
L,LSGG,0.2575
S,LSGG,0.31666666666666665
S,LSGG,0.38333333333333336
S,LSGG,0.43333333333333335
L,LSGG,0.8208333333333333
S,LSGG,0.65
L,LSGG,0.5077777777777778
L,LSGG,0.8097222222222222
L,LOWW,0.7675
S,LOWW,0.6052777777777778
S,LOWW,0.3275
S,ENGM,0.4
S,ESSA,0.2833333333333333
L,LFLL,0.6022222222222222
S,LFLL,0.5297222222222222
L,LTBA,0.645
S,LTBA,0.2738888888888889
S,LTBA,0.35638888888888887
S,LPPR,0.3075
L,LPPR,0.3591666666666667
S,LPPR,0.3441666666666667
L,LPPT,1.4119444444444444
S,LPPT,1.7125
L,LPPT,0.5072222222222222
S,LPPT,2.263888888888889
L,LPPT,2.2913888888888887
S,LPPT,0.3333333333333333
L,KEWR,0.2569444444444444
L,LEMD,0.7708333333333334
S,LEMD,0.7825
L,MUHA,0.47333333333333333
S,MROC,0.5613888888888889
S,FACT,0.25
S,SBGL,0.25
L,GMMX,0.2941666666666667
L,LEZL,0.28694444444444445
S,LEPA,0.25
S,LEIB,0.4
L,LEIB,0.26555555555555554
S,LCLK,0.36666666666666664
L,LCLK,0.8286111111111111
S,LWSK,0.7666666666666667
L,LWSK,0.5988888888888889
S,BKPR,0.5666666666666667
L,BKPR,0.81
L,OOMS,0.6677777777777778
S,LWSK,0.5563888888888889
L,LWSK,0.6830555555555555
L,LWOH,0.4275
S,LWOH,0.4063888888888889
L,LWOH,0.42694444444444446
S,ENTC,0.9780555555555556
L,ENTC,1.4322222222222223
S,EFKS,2.7883333333333336
L,EFKS,3.078611111111111
S,EFKT,1.456388888888889
L,EFKT,1.6683333333333332
S,ZUUU,1.3769444444444445
L,LGAV,0.5047222222222222
S,LGAV,1.4741666666666666
L,CYYZ,0.45555555555555555
S,CYYZ,1.5552777777777778
L,LFPG,0.2786111111111111
S,LFPG,0.65
S,EFHK,1.0
L,EFHK,0.31805555555555554
S,EFHK,0.9
S,EGLL,0.7333333333333333
L,EGLL,0.4666666666666667
S,EGLL,0.6666666666666666
S,EVRA,0.32305555555555554
S,EGLC,0.55
S,VHHH,1.0219444444444445
S,KJFK,1.6747222222222222
S,EIDW,0.6730555555555555
S,OMDB,0.36666666666666664
L,OMDB,0.2747222222222222
S,OMDB,1.8716666666666666
L,EDDK,0.6644444444444444
S,EDDK,1.3441666666666667
L,EDDL,0.8519444444444444
S,EDDL,1.645
S,EGGW,0.5763888888888888
L,LIRN,0.5269444444444444
S,LIRN,0.8322222222222222
S,EDDT,0.5569444444444445
L,EDDT,0.8038888888888889
S,EDDT,2.890833333333333
L,EDDT,0.6305555555555555
S,EDDT,0.8361111111111111
S,LPPR,0.43472222222222223
S,EGKK,0.4211111111111111
S,LBSF,1.3555555555555556
S,HEGN,0.2991666666666667
L,HEGN,0.6672222222222223
L,GCTS,0.3138888888888889
S,LWSK,0.4091666666666667
L,BKPR,0.3566666666666667
L,LEMD,0.3636111111111111
S,LEMD,0.25
S,LEMD,0.8605555555555555
L,LJLJ,1.9605555555555556
S,LJLJ,0.4313888888888889
L,LYBE,0.32083333333333336
S,LYBE,0.6086111111111111
L,LYBE,0.5097222222222222
S,LYBE,1.1241666666666668
L,LYBE,0.9316666666666666
S,LYBE,0.9366666666666666
L,LTBA,0.28944444444444445
S,EHAM,0.4822222222222222
L,EHAM,0.4236111111111111
S,EHAM,1.0333333333333334
L,LMML,0.7663888888888889
S,LMML,0.8608333333333333
L,EDDF,0.2808333333333333
S,EDDF,0.31305555555555553
S,EDDF,0.3902777777777778
L,EDDF,0.38555555555555554
S,EDDF,0.8441666666666666
L,EDDF,0.5738888888888889
S,EDDF,0.9191666666666667
S,EDDF,0.2902777777777778
L,EPWA,0.7433333333333333
S,EPWA,1.2894444444444444
S,KORD,2.7
S,KJFK,2.6333333333333333
S,KJFK,0.85
S,KEWR,0.26666666666666666
S,KSFO,3.0166666666666666
S,KLAX,3.183333333333333
S,KMIA,1.3166666666666667
S,KMIA,0.85
S,CYUL,2.9833333333333334
L,CYUL,0.2513888888888889
L,SBGR,0.44722222222222224
S,VIDP,1.0666666666666667
L,VIDP,0.3213888888888889
S,VABB,1.6666666666666667
S,RJAA,2.1
L,WSSS,0.4841666666666667
S,ZSPD,1.0166666666666666
S,ZBAA,2.55
S,OOMS,0.8666666666666667
L,LLBG,0.5697222222222222
L,EGLL,0.4477777777777778
S,EGLL,0.5166666666666667
S,EGLL,0.26666666666666666
S,EGLL,1.8666666666666667
L,EGCC,0.6919444444444445
S,EGCC,0.5333333333333333
L,EGCC,1.1813888888888888
L,EIDW,0.8602777777777778
L,EGLC,0.5963888888888889
L,LFMN,0.5377777777777778
S,LFMN,2.283333333333333
L,LFMN,2.3330555555555557
L,LFPG,0.30333333333333334
S,LFPG,2.466666666666667
L,LFPG,2.2872222222222223
S,LFPG,1.3
S,LFPG,0.45
S,EHAM,0.2833333333333333
L,EHAM,0.5425
S,EHAM,0.25
L,ELLX,0.6141666666666666
S,EBBR,1.9405555555555556
L,EBBR,1.5775
S,EBBR,0.3333333333333333
L,EBBR,1.3330555555555557
S,EBBR,0.36666666666666664
L,EDDV,0.7666666666666667
S,EDDW,0.46055555555555555
L,EDDW,0.6583333333333333
S,EDDC,1.4833333333333334
L,EDDC,1.8275
S,EDDT,0.5833333333333334
L,EDDT,1.1605555555555556
S,EDDT,1.1166666666666667
L,EDDT,1.0986111111111112
S,EDDT,0.4166666666666667
L,EDDT,0.6980555555555555
S,EDDT,0.5433333333333333
L,EDDT,1.7202777777777778
S,EDDT,0.5019444444444444
L,EDDT,0.5255555555555556
S,EDDT,0.7486111111111111
L,EDDT,2.144722222222222
L,EDDT,0.3566666666666667
L,EDDL,0.92
S,EDDL,0.43333333333333335
S,EDDL,0.6805555555555556
L,EDDL,0.7761111111111111
S,EDDH,0.3
L,EDDH,0.7011111111111111
L,EDDH,0.6086111111111111
S,EDDH,0.6
L,EDDH,0.8977777777777778
L,EDDH,0.32416666666666666
S,EDDH,0.7333333333333333
L,EDDF,0.42277777777777775
L,EDDM,2.6216666666666666
S,EDDM,0.7547222222222222
L,EDDM,1.6725
L,EDDS,0.7783333333333333
S,EDDS,1.5061111111111112
L,EDDS,0.7819444444444444
L,EDDS,0.3511111111111111
L,EDDN,0.7030555555555555
S,ESGG,0.6
L,ESGG,0.53
S,ESSA,0.26666666666666666
L,ESSA,0.8202777777777778
S,ESSA,0.4166666666666667
L,ESSA,0.7619444444444444
S,ESSA,1.0833333333333333
S,EKCH,0.65
L,EKCH,0.835
S,EKCH,0.5
L,EKCH,0.6775
S,EKCH,1.5666666666666667
L,ULLI,0.7722222222222223
S,UUDD,0.5333333333333333
L,UUDD,1.426388888888889
S,EPWA,0.25
L,EPWA,0.7280555555555556
S,EPWA,1.3175
L,EPWA,1.4869444444444444
S,LYBE,2.05
L,LYBE,3.226111111111111
L,LKPR,0.4177777777777778
S,LKPR,1.1
L,LKPR,1.8455555555555556
S,LOWG,0.8166666666666667
L,LOWG,1.1122222222222222
L,LOWW,1.2191666666666667
S,LOWW,0.9436111111111111
L,LOWW,1.7277777777777779
S,LOWW,0.26666666666666666
L,LOWW,1.2602777777777778
S,LIMC,1.9205555555555556
L,LIMC,1.3875
S,LIMC,0.6166666666666667
L,LIMC,0.2922222222222222
S,LIPZ,0.6666666666666666
L,LIPZ,1.3275
S,LIRQ,1.2833333333333334
L,LIRQ,1.0341666666666667
S,LIRQ,1.6666666666666667
L,LIRF,0.8241666666666667
S,LIRF,0.43333333333333335
L,LIRF,0.4583333333333333
S,LGAV,2.25
L,LGAV,1.9508333333333334
S,LGAV,0.6
S,LROP,0.7166666666666667
L,LROP,1.2275
S,LEBL,0.95
L,LEBL,0.795
L,LEMD,0.5997222222222223
S,LEMD,0.8833333333333333
L,LEMD,0.6452777777777777
S,LEMD,0.5833333333333334
L,LEMD,0.32
L,LEMD,0.30722222222222223
L,LPPR,0.6855555555555556
S,LPPT,0.6166666666666667
L,LPPT,0.6691666666666667
S,LEMG,0.3
L,LEMG,0.40166666666666667
S,LEMG,1.15
L,LEMG,0.7413888888888889
L,LEVC,0.7980555555555555
L,LEVC,0.28833333333333333
S,LEPA,0.55
L,LEPA,1.0786111111111112
L,LHBP,1.0397222222222222
S,LEST,1.0833333333333333
L,LEST,1.9272222222222222
L,EDXW,0.28444444444444444
L,LPPT,0.7086111111111111
L,LPPR,0.5619444444444445
S,LSGG,1.3166666666666667
S,LSGG,1.8822222222222222
L,LSGG,0.45666666666666667
S,LSGG,1.1333333333333333
L,LSGG,0.7775
S,LSGG,0.25
L,LSGG,1.4583333333333333
L,LSGG,0.3713888888888889
S,LSGG,0.9166666666666666
L,LSGG,1.3169444444444445
S,LSGG,0.38333333333333336
S,LSGG,1.1166666666666667
S,LSZA,0.30944444444444447
L,LSZA,0.2772222222222222
